2018/11/2,16:38:0
FirmwareVer=DropsondeV2OPC-012id PCBv4.SPIdef.............BS
bb0,bb1,bb2,bb3,bb4,bb5,bb6,bb7,bb8,bb9,bb10,bb11,bb12,bb13,bb14,bb15,GSC,ID
35,92,208,328,451,578,708,842,979,1119,1263,1411,1562,1716,1856,4095,1.00,1
time,temp,hum,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b1tof,b3tof,b5tof,b7tof,period,csum,glitch,longtof,rejrat
24022,267,751,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,68,17437,11,11,0,14
24563,268,747,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,67,17404,10,10,0,14
25107,263,749,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,68,17436,13,13,0,9
25653,265,748,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,68,17530,15,15,0,12
26196,266,753,4,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,68,17436,11,11,0,13
26738,265,754,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,67,17403,15,15,0,6
27281,258,753,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,67,17401,14,14,0,9
27824,266,752,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,68,17436,12,12,0,10
28366,264,752,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,250,67,17402,16,16,0,11
28909,263,754,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,68,17436,20,20,0,7
29466,263,753,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,69,17888,11,11,0,6
30008,261,752,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,67,17395,16,16,0,14
30553,261,752,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,68,17473,10,10,0,14
31094,261,751,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,67,17401,11,11,0,8
31637,262,749,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,67,17403,14,14,0,9
32181,262,750,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,68,17437,7,7,0,12
32720,263,753,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,67,17330,5,5,0,5
33265,261,755,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,68,17495,9,9,0,8
33804,260,751,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,67,17295,7,7,0,8
34344,259,751,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,67,17333,8,8,0,8
34884,258,751,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,67,17332,9,9,0,10
35426,260,754,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,89,0,213,67,17365,14,14,0,11
35971,259,750,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,68,17507,11,11,0,9
36512,258,752,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,67,17364,10,10,0,8
37069,258,754,8,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,222,69,17886,13,13,0,7
37646,257,752,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,72,18531,16,16,0,9
38188,257,752,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,67,17392,8,8,0,8
38727,257,754,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,67,17324,5,5,0,6
39267,257,752,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,67,17327,10,10,0,9
39810,257,754,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,67,17402,9,9,0,7
40349,257,754,6,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,176,67,17328,14,14,0,8
40896,256,753,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,68,17564,11,11,0,4
41439,256,754,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,67,17401,7,7,0,12
41979,255,754,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,67,17367,9,9,0,6
42520,257,754,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,67,17330,11,11,0,11
43063,256,752,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,68,17437,7,7,0,12
43603,256,755,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,67,17329,14,14,0,10
44146,254,752,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,68,17435,2,2,0,14
44701,255,755,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,69,17816,15,15,0,9
45244,254,754,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,68,17428,13,13,0,6
45785,254,752,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,67,17365,11,11,0,11
46328,255,755,6,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,76,0,27,68,17435,12,12,0,11
46871,255,755,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,68,17436,10,10,0,11
47414,253,753,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,67,17402,14,14,0,6
47956,256,753,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,67,17406,13,13,0,11
48504,252,756,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,68,17597,12,12,0,12
49047,255,751,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,68,17438,7,7,0,9
49587,253,755,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,67,17293,10,10,0,12
50129,253,769,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,68,17436,10,10,0,10
50672,254,750,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,67,17401,11,11,0,10
51215,253,753,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,68,17437,10,10,0,14
51758,251,751,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,67,17400,13,13,0,12
52316,253,752,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,17922,8,8,0,13
52854,254,756,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,67,17286,8,8,0,11
53395,250,756,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,67,17358,13,13,0,11
53939,253,753,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,68,17469,12,12,0,21
54481,252,752,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,67,17400,15,15,0,15
55025,255,755,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,68,17473,9,9,0,9
55565,251,751,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,67,17296,13,13,0,10
56113,251,754,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,68,17598,5,5,0,9
56665,250,753,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,69,17712,10,10,0,13
57206,253,755,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,67,17393,8,8,0,11
57783,251,752,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,72,18535,12,12,0,13
58326,251,755,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,68,17430,12,12,0,9
58867,251,756,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,67,17366,5,5,0,10
59408,248,751,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,67,17368,9,9,0,17
59964,250,755,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,69,17851,4,4,0,10
60505,249,751,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,67,17361,9,9,0,8
61045,250,752,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,67,17333,14,14,0,17
61590,250,752,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,17474,9,9,0,17
62130,250,757,10,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181,67,17333,16,16,0,7
62673,249,755,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,68,17437,8,8,0,8
63212,248,752,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,67,17296,17,17,0,10
63761,248,753,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,68,17634,9,9,0,9
64302,249,753,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,67,17331,13,13,0,13
64844,249,745,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,68,17439,11,11,0,16
65387,249,758,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,67,17400,12,12,0,8
65929,250,757,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,0,251,67,17403,7,7,0,22
66471,249,796,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,67,17401,11,11,0,8
67013,250,756,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,67,17400,3,3,0,9
67568,249,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,69,17816,0,0,0,0
68108,248,757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,67,17327,1,1,0,1
68648,250,758,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,67,17334,5,5,0,7
69188,251,754,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,67,17333,7,7,0,14
69730,249,760,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,217,67,17369,4,4,0,4
70269,250,757,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,67,17335,3,3,0,4
70809,249,757,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,67,17333,5,5,0,2
71355,248,757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,68,17497,1,1,0,1
71894,248,759,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,67,17298,3,3,0,8
72434,249,760,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,67,17334,3,3,0,3
72974,248,761,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,67,17332,2,2,0,1
73513,247,757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,67,17332,1,1,0,0
74054,247,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,67,17331,0,0,0,0
74594,246,759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,67,17330,1,1,0,2
75149,247,757,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,69,17818,4,4,0,2
75688,248,761,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,67,17324,5,5,0,6
76229,248,758,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,67,17332,3,3,0,4
76805,248,761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,72,18502,1,1,0,5
77343,248,761,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,137,67,17289,6,6,0,4
77883,247,760,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,67,17326,7,7,0,6
78424,247,760,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,67,17334,11,11,0,6
78970,248,760,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,68,17570,11,11,0,10
79514,248,762,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,68,17439,3,3,0,8
80053,246,762,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,67,17297,3,3,0,5
80593,246,763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,67,17334,1,1,0,6
81133,247,764,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,67,17334,5,5,0,6
81674,246,764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,67,17334,1,1,0,3
82213,246,760,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,67,17333,5,5,0,7
82768,246,764,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,69,17818,5,5,0,8
83308,247,765,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,67,17324,12,12,0,10
83852,247,762,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,68,17441,5,5,0,5
84390,246,763,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,67,17299,6,6,0,3
84930,246,765,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,67,17333,2,2,0,6
85471,246,766,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,67,17334,7,7,0,7
86010,246,762,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,67,17334,3,3,0,5
86556,248,763,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,68,17499,2,2,0,2
87095,247,761,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,67,17299,2,2,0,10
87636,245,768,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,67,17369,3,3,0,6
88176,246,765,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,67,17332,6,6,0,14
88718,246,764,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,67,17372,6,6,0,3
89257,246,768,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,67,17333,5,5,0,4
89798,246,766,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,67,17333,6,6,0,10
90354,247,767,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,69,17854,2,2,0,2
90894,246,767,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,67,17329,4,4,0,6
91433,246,770,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,67,17335,4,4,0,10
91975,246,769,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,67,17368,10,10,0,11
92518,246,765,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,68,17441,9,9,0,9
93058,244,789,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,67,17301,4,4,0,5
93597,247,767,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,67,17333,12,12,0,20
94146,247,769,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,68,17604,5,5,0,12
94687,246,768,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,67,17368,10,10,0,7
95229,246,771,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,67,17404,3,3,0,2
95769,244,771,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,67,17332,7,7,0,4
96310,247,767,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,182,67,17334,5,5,0,4
96935,246,767,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,78,20139,7,7,0,8
97475,246,768,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,67,17332,3,3,0,2
98030,246,771,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,69,17821,3,3,0,9
98570,247,771,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,67,17326,2,2,0,2
99109,246,771,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,67,17327,3,3,0,4
99650,246,811,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,67,17333,9,9,0,7
100190,246,768,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,67,17336,7,7,0,11
100732,246,772,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,253,67,17405,6,6,0,4
101274,247,768,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,67,17370,3,3,0,2
101820,247,742,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,124,68,17532,5,5,0,4
102361,246,771,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,67,17370,4,4,0,2
102902,248,774,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,67,17369,7,7,0,8
103444,246,773,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,67,17371,5,5,0,1
103985,247,774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,67,17369,1,1,0,1
104526,248,772,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,67,17371,5,5,0,10
105068,246,771,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,67,17406,6,6,0,6
105624,247,777,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,69,17857,6,6,0,5
106166,247,775,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,67,17362,8,8,0,7
106706,247,786,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,67,17372,2,2,0,5
107248,247,771,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,67,17370,4,4,0,5
107789,248,771,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,67,17371,6,6,0,4
108331,247,771,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,67,17373,5,5,0,9
108871,246,775,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,67,17370,3,3,0,5
109418,249,772,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,117,0,123,68,17531,7,7,0,7
109961,248,773,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,68,17440,5,5,0,3
110501,248,772,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,67,17335,11,11,0,7
111044,247,775,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,68,17440,5,5,0,7
111585,248,773,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,67,17334,5,5,0,3
112125,248,774,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,67,17371,3,3,0,1
112667,247,776,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,67,17370,2,2,0,5
113223,246,776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,69,17857,1,1,0,3
113764,248,777,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,67,17364,4,4,0,1
114306,248,777,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,67,17372,8,8,0,6
114847,247,773,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,67,17371,6,6,0,7
115388,248,772,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,67,17372,7,7,0,3
115964,248,791,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,72,18514,5,5,0,7
116504,248,777,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,67,17328,5,5,0,6
117050,249,774,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,68,17525,4,4,0,4
117597,249,775,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,0,135,68,17543,3,3,0,2
118138,249,772,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,67,17405,2,2,0,2
118680,248,774,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,67,17371,3,3,0,1
119221,249,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,67,17370,0,0,0,0
119762,249,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,67,17371,0,0,0,0
120304,249,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,67,17369,0,0,0,1
120860,248,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,69,17858,0,0,0,1
121401,248,773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,67,17365,1,1,0,1
121943,250,777,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,67,17372,2,2,0,1
122483,250,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,67,17373,0,0,0,1
123025,250,772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,67,17372,1,1,0,3
123566,250,772,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,67,17371,2,2,0,0
124107,249,776,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,67,17370,3,3,0,5
124648,250,777,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,67,17370,3,3,0,4
125188,250,774,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,67,17294,3,3,0,4
125728,249,788,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,220,67,17372,4,4,0,7
126270,251,827,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,67,17375,2,2,0,1
126812,250,776,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,67,17370,3,3,0,4
