24/10/2018,15:14:32,,,,,,,,,,,,,,,,,,,,,,,,,
FirmwareVer=DropsondeV2OPC-012id PCBv4.SPIdef.............BS,,,,,,,,,,,,,,,,,,,,,,,,,,
bb0,bb1,bb2,bb3,bb4,bb5,bb6,bb7,bb8,bb9,bb10,bb11,bb12,bb13,bb14,GSC,ID,,,,,,,,,,
0,92,208,328,451,578,708,842,979,1119,1263,1411,1562,1716,1874,1,1,,,,,,,,,,
time,temp,hum,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b1tof,b3tof,b5tof,b7tof,period,csum,glitch,longtof,rejrat
114789,317,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17301,0,149,67,2
115328,313,870,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17301,1,149,67,0
115867,312,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17301,0,149,67,2
116420,312,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17785,0,121,69,0
116960,309,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17294,0,142,67,0
117498,312,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17292,0,140,67,0
118037,313,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17301,0,149,67,0
118577,313,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17301,0,149,67,0
119115,314,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17301,0,149,67,1
119655,316,863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,17302,1,150,67,1
120205,316,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17675,0,11,69,0
120777,317,862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,18401,1,225,71,1
121318,318,861,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,17330,3,178,67,0
121858,320,858,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,17333,3,181,67,2
122399,322,862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,17373,1,221,67,4
122938,323,861,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,17302,1,150,67,0
123479,325,857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,17339,1,187,67,0
124019,327,855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,17373,1,221,67,0
124575,327,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17858,0,194,69,0
125115,329,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17297,0,145,67,0
125654,328,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17295,0,143,67,1
126193,326,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17303,0,151,67,0
126732,322,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17303,0,151,67,0
127271,318,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17302,0,150,67,1
127810,321,851,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,17301,1,149,67,2
128355,314,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,0,92,68,0
128893,314,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17265,0,113,67,0
129432,310,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17302,0,150,67,4
129972,305,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17301,0,149,67,0
130510,305,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17302,0,150,67,1
131050,305,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17302,0,150,67,0
131589,304,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17306,0,154,67,0
132143,303,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17786,0,122,69,1
132682,303,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17297,0,145,67,2
133221,304,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17303,0,151,67,0
133761,301,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17304,0,152,67,1
134299,303,867,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,17304,1,152,67,0
134840,305,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17340,0,188,67,1
135378,308,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17305,0,153,67,0
135922,311,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17460,0,52,68,0
136496,314,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18427,0,251,71,0
137035,315,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17293,0,141,67,0
137574,316,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17298,0,146,67,1
138113,318,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17298,0,146,67,0
138652,320,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17295,0,143,67,0
139191,321,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17298,0,146,67,5
139745,322,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,17779,0,115,69,2
140288,323,875,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,17437,2,29,68,0
140827,325,877,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,204,33,0,0,17302,2,150,67,1
141369,325,876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,17409,1,1,68,0
141907,325,877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,17266,1,114,67,0
142448,323,876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,17373,1,221,67,1
142989,324,872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,17339,1,187,67,0
143534,324,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17501,0,93,68,1
144072,325,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17269,0,117,67,0
144611,326,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17305,0,153,67,1
145150,327,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17305,0,153,67,1
145689,326,871,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,17304,1,152,67,2
146230,324,872,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,17341,5,189,67,8
146771,325,874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,17376,1,224,67,9
147313,325,876,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,17377,4,225,67,3
147869,323,871,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,17864,4,200,69,9
148410,318,880,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,17370,9,218,67,2
148952,314,878,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,17376,27,224,67,29
149495,307,863,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,17446,25,38,68,16
150037,303,889,0,39,2,1,0,0,0,0,0,0,0,0,0,0,0,50,103,0,0,17411,42,3,68,42
150581,300,1023,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,17445,40,37,68,35
151124,293,690,0,38,3,1,0,0,0,0,0,0,0,0,0,0,0,50,54,0,0,17445,43,37,68,32
151672,286,1023,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,17609,18,201,68,13
152254,285,1023,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,77,0,115,0,18695,12,7,73,12
152799,283,1023,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,17473,10,65,68,9
153341,281,1023,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,73,110,0,0,17411,4,3,68,4
153882,280,810,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,17376,10,224,67,2
154425,276,1023,0,11,2,1,0,0,0,0,0,0,0,0,0,0,0,79,97,0,0,17409,14,1,68,8
154982,273,1023,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,77,118,0,0,17897,7,233,69,10
155527,273,1023,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,17475,16,67,68,14
156070,272,1023,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,82,111,0,0,17448,7,40,68,15
156613,271,846,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,118,0,0,0,17446,6,38,68,4
157154,271,766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,17340,1,188,67,3
157696,272,1023,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,17377,8,225,67,4
158238,273,749,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,17412,12,4,68,11
158784,272,752,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,17540,13,132,68,14
159328,271,1023,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,17443,12,35,68,7
159869,268,1023,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,17410,2,2,68,2
160410,269,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17340,1,188,67,2
160951,269,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,17340,3,188,67,0
161488,268,1023,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,17271,2,119,67,2
162031,268,1023,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,17410,4,2,68,5
162585,267,782,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,17786,5,122,69,46
163126,268,796,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,104,222,0,0,17369,9,217,67,74
163671,267,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,17481,1,73,68,3
164207,267,796,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,17228,3,76,67,68
164749,266,7,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,17375,9,223,67,67
165289,266,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,17338,5,186,67,3
165828,265,798,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,17303,5,151,67,46
166376,266,550,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,17572,7,164,68,11
166917,265,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,17375,1,223,67,4
167456,265,832,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,17306,4,154,67,7
168031,264,1023,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,18471,15,39,72,9
168573,266,1023,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,78,0,0,0,17402,5,250,67,6
169114,266,839,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,17373,4,221,67,3
169656,269,846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,17374,1,222,67,3
170212,269,831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,17856,1,192,69,0
170752,271,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17330,0,178,67,0
171291,271,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17305,1,153,67,2
171831,276,854,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,17338,2,186,67,3
172372,273,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17374,0,222,67,0
172911,271,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17307,0,155,67,0
173451,270,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17305,0,153,67,1
173991,271,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17340,0,188,67,0
174536,271,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,17503,2,95,68,1
175077,272,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17339,0,187,67,2
175616,272,973,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,17305,3,153,67,150
176159,274,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17448,0,40,68,3
176699,273,869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,17304,1,152,67,1
177240,272,899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,17376,1,224,67,2
177781,272,893,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,17375,7,223,67,2
178337,271,876,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,17858,10,194,69,11
178879,271,1023,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,17405,8,253,67,229
179423,271,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,17446,1,38,68,2
179963,270,885,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,17338,2,186,67,3
180503,269,1023,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,17339,6,187,67,3
181047,271,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,17448,1,40,68,1
181592,272,877,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,17483,14,75,68,14
182138,273,910,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,17568,10,160,68,7
182681,271,960,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,17409,6,1,68,8
183220,273,1023,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,17269,10,117,67,4
183797,272,1023,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,18577,9,145,72,9
184338,271,1023,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,17369,9,217,67,7
184880,270,1023,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,17375,7,223,67,4
185421,270,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17379,0,227,67,0
185975,270,904,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,17796,2,132,69,7
186517,272,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17369,0,217,67,109
187059,270,1023,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,17411,6,3,68,6
187598,272,897,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,17305,5,153,67,1
188139,272,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17342,0,190,67,0
188678,272,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17306,0,154,67,1
189218,272,891,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,176,0,0,0,17342,4,190,67,80
189765,273,889,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,17576,2,168,68,1
190305,274,972,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,17304,5,152,67,74
190846,273,1023,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,17376,9,224,67,1
191388,274,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17412,0,4,68,93
191927,273,1019,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,17270,5,118,67,158
192472,272,1023,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,17483,4,75,68,4
193011,272,909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,17342,1,190,67,101
193570,272,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,17935,1,15,70,67
194112,270,897,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,17409,11,1,68,196
194655,270,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,17413,1,5,68,233
195197,271,331,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,17414,2,6,68,1
195737,271,909,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,70,94,0,0,17307,13,155,67,8
196280,271,1023,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,17448,3,40,68,0
196820,272,917,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,17343,2,191,67,5
197366,272,1001,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,17505,2,97,68,4
197907,273,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,17376,2,224,67,3
198450,273,902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,17411,1,3,68,165
198991,271,1023,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,136,0,0,0,17380,6,228,67,109
199573,271,928,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,18698,2,10,73,3
200112,271,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,17299,2,147,67,107
200655,267,6,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,17447,5,39,68,6
201208,272,902,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,17756,4,92,69,21
201750,271,1023,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,17372,6,220,67,75
202292,268,906,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,17414,5,6,68,3
202831,270,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,17311,3,159,67,2
203371,271,904,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,17308,3,156,67,3
203913,273,1023,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,17381,14,229,67,5
204455,272,1023,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,17449,2,41,68,1
205002,271,909,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,17541,3,133,68,81
205545,270,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17414,0,6,68,73
206084,269,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,17307,2,155,67,2
206626,267,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17415,0,7,68,0
207165,265,1023,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,17272,4,120,67,7
207708,265,945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,17414,1,6,68,0
208246,265,939,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,17308,6,156,67,6
208803,266,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,17864,2,200,69,2
209344,268,923,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,17372,3,220,67,1
209885,267,927,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,82,162,0,0,17346,2,194,67,2
210427,269,1023,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,121,201,0,0,17418,8,10,68,2
210971,263,909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17451,1,43,68,65
211510,262,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,17309,2,157,67,226
212054,260,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17448,0,40,68,2
212595,262,899,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,17364,5,212,67,1
213136,263,908,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,17378,3,226,67,9
213677,266,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,17343,2,191,67,5
214215,263,898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,17271,1,119,67,1
214756,267,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17378,0,226,67,1
215330,268,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,18438,2,6,72,3
215870,272,892,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,17336,1,184,67,2
216426,273,904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,17866,1,202,69,2
216968,274,914,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,17373,2,221,67,2
217509,273,897,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,17380,2,228,67,4
218049,273,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,17342,1,190,67,1
218592,272,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,17415,1,7,68,0
219132,272,920,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,17345,3,193,67,147
219676,271,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,17450,1,42,68,53
220222,270,956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,17543,1,135,68,2
220764,271,905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,17378,1,226,67,2
221305,272,1023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17378,1,226,67,3
221846,273,916,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,17343,3,191,67,2
222387,272,909,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,17379,3,227,67,0
222927,272,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17345,0,193,67,2
223467,270,922,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,17308,5,156,67,108
224025,268,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17932,0,12,70,77
224566,264,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17337,0,185,67,1
225105,265,1002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,17344,1,192,67,8
225648,263,1023,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,17414,4,6,68,2
226189,263,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,17343,2,191,67,1
226731,262,952,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,17377,6,225,67,1
227271,263,1023,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,17377,4,225,67,0
227819,264,1023,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,17578,3,170,68,3
228361,264,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17376,0,224,67,1
228899,267,908,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,17308,7,156,67,5
229440,267,1023,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,17345,11,193,67,9
229984,265,902,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,17450,5,42,68,12
230524,265,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17341,0,189,67,230
231101,265,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,18554,1,122,72,1
231657,264,926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,17852,1,188,69,1
232198,259,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,17334,1,182,67,202
232742,264,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,17486,3,78,68,5
233280,263,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17273,0,121,67,0
233820,263,953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,17307,1,155,67,167
234363,263,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,17450,1,42,68,6
234901,266,904,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,17273,5,121,67,2
235448,267,920,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,17542,5,134,68,69
235990,268,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17379,0,227,67,3
236526,264,988,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,17237,2,85,67,2
237067,266,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17343,0,191,67,224
237608,268,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,17379,1,227,67,1
238149,266,1023,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,187,0,92,0,17381,3,229,67,0
238693,265,902,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,17449,3,41,68,171
239250,267,1023,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,17865,3,201,69,187
239794,265,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,17478,1,70,68,2
240335,266,910,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,17377,6,225,67,2
240877,267,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,17376,1,224,67,1
241420,264,1023,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,17416,6,8,68,7
241959,266,901,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,17346,15,194,67,164
242510,264,1023,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,17662,16,254,68,146
243061,263,1023,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,17719,14,55,69,11
243605,263,980,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,17450,6,42,68,9
244145,263,1023,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,84,0,0,0,17307,8,155,67,11
244687,263,1023,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,17416,18,8,68,15
245230,266,903,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,17416,7,8,68,6
245768,268,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,17272,2,120,67,2
