19.83,12.5,538,277
19.88,20,538,326
19.88,30,538,389
19.85,40,538,455
19.82,50,538,520
19.83,60,538,587
19.82,70.1,538,655
19.82,80,538,726
19.81,90.1,538,797
19.83,95.6,538,845
4.87,88.9,383,828
4.78,79.5,383,762
4.7,69.4,382,692
4.66,58.5,381,609
4.65,50,381,552
-0.21,,331,
9.87,,436,
19.7,,537,
29.71,,631,
39.74,,711,
50.02,,780,
