2018/11/16,8:34:35
FirmwareVer=DropsondeV2OPC-012id PCBv4.SPIdef.............BS
bb0,bb1,bb2,bb3,bb4,bb5,bb6,bb7,bb8,bb9,bb10,bb11,bb12,bb13,bb14,bb15,GSC,ID
35,92,208,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,4095,1.00,1
time,temp,hum,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b1tof,b3tof,b5tof,b7tof,period,csum,glitch,longtof,rejrat
16164,413,785,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,3,3,0,0
16701,413,785,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,3,3,0,0
17238,413,786,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,2,2,0,0
17773,414,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,0,0,0,0
18313,413,789,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,67,17318,2,2,0,1
18850,413,788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,67,17243,1,1,0,0
19387,416,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,0,0,0,0
19923,414,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,0,0,0,0
20460,414,790,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,3,3,0,0
20997,414,784,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,4,4,0,0
21532,414,790,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,7,7,0,0
22072,414,789,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,67,17317,1,1,0,7
22609,414,788,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,67,17242,5,5,0,4
23146,414,788,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,3,3,0,0
23683,414,790,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,2,2,0,0
24219,414,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,0,0,0,0
24756,414,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,0,0,0,1
25291,414,789,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,2,2,0,1
25831,414,788,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,67,17316,4,4,0,1
26369,414,790,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,67,17243,2,2,0,0
26905,413,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,67,17209,0,0,0,0
27442,414,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,0,0,0,0
27978,414,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,0,0,0,0
28514,414,787,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,3,3,0,0
29050,414,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,0,0,0,4
29590,414,789,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,67,17316,2,2,0,0
30128,414,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,67,17243,0,0,0,0
30664,414,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,1,1,0,0
31201,414,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,0,0,0,0
31737,415,789,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,4,4,0,0
32273,414,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,1,1,0,0
32809,415,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,0,0,0,0
33349,415,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,67,17318,0,0,0,0
33887,414,789,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,67,17243,8,8,0,0
34423,418,787,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,8,8,0,0
34960,414,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,0,0,0,0
35496,415,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,0,0,0,0
36032,414,788,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,67,17209,4,4,0,0
36569,414,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,0,0,0,2
37105,414,788,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,3,3,0,0
37645,415,788,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,67,17317,4,4,0,0
38182,414,787,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,67,17244,9,9,0,0
38719,414,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,1,1,0,0
39256,414,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,1,1,0,1
39791,415,789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,1,1,0,2
40328,414,788,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,67,17209,3,3,0,0
40864,414,784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,1,1,0,0
41404,415,789,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,67,17316,4,4,0,3
41942,415,794,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,67,17243,3,3,0,0
42478,414,788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,67,17209,1,1,0,2
43015,415,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,0,0,0,0
43550,414,790,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,2,2,0,0
44087,414,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,0,0,0,0
44623,416,788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,1,1,0,0
45163,414,792,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,67,17318,5,5,0,1
45701,415,788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,67,17243,1,1,0,0
46237,415,791,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,4,4,0,0
46774,415,788,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,2,2,0,1
47309,415,787,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,67,17209,2,2,0,1
47846,414,785,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,17208,5,5,0,0
48382,414,783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,67,17207,1,1,0,0
48922,408,781,46,23,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165,67,17317,83,83,0,71
49466,407,780,229,217,41,3,0,0,0,1,1,0,0,0,0,0,0,2,0,65,49,68,17457,494,238,1,255
50016,406,778,293,252,36,4,3,3,2,1,0,0,0,0,0,0,0,0,75,77,224,68,17632,594,82,2,255
50566,406,777,248,238,35,3,0,1,0,0,0,0,0,0,0,0,0,0,138,0,4,69,17668,525,13,2,255
51115,405,774,347,299,47,2,1,6,1,0,0,0,0,0,0,0,0,4,55,0,189,68,17597,707,195,2,255
51664,404,775,240,192,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,17668,452,196,1,255
52215,404,774,130,102,16,1,0,1,0,0,0,0,0,0,0,0,0,1,79,0,6,69,17670,251,251,0,229
52763,404,776,16,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,188,68,17596,19,19,0,9
53304,403,780,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,67,17349,16,16,0,12
53846,401,780,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,67,17386,30,30,0,16
54388,403,782,34,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,68,17420,47,47,0,21
54930,416,781,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,67,17385,13,13,0,10
55471,403,782,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,67,17349,20,20,0,12
56016,403,783,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,68,17495,25,25,0,16
56557,403,783,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,67,17350,31,31,0,9
57098,403,782,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,67,17349,32,32,0,14
57639,403,787,96,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,67,17385,161,161,0,158
58185,402,785,58,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,68,17526,82,82,0,63
58728,402,785,45,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,68,17421,58,58,0,30
59270,403,785,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,67,17385,33,33,0,28
59815,402,785,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,68,17493,35,35,0,23
60356,400,787,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,67,17350,37,37,0,24
60898,401,789,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,67,17386,33,33,0,28
61440,403,787,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,67,17385,30,30,0,28
61981,400,787,29,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,232,67,17384,37,37,0,24
62524,402,791,32,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,68,17421,48,48,0,29
63066,402,792,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,67,17386,30,30,0,24
63605,402,789,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,67,17296,40,40,0,20
64147,402,788,21,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,67,17385,29,29,0,17
64689,400,793,24,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,67,17385,38,38,0,27
65231,401,791,25,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,68,17420,37,37,0,21
65773,401,787,26,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,67,17386,35,35,0,14
66315,401,790,23,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,67,17385,42,42,0,23
66862,401,791,26,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,68,17529,40,40,0,38
67404,401,788,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,68,17421,25,25,0,29
67945,401,786,28,13,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,236,198,67,17350,46,46,0,43
68490,401,788,25,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,68,17491,34,34,0,43
69030,401,783,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,67,17349,31,31,0,35
69573,401,789,38,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12,68,17420,51,51,0,46
70115,401,787,38,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,67,17386,56,56,0,41
70662,401,788,28,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120,68,17528,43,43,0,34
71204,410,788,28,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13,68,17421,41,41,0,58
71746,400,787,36,29,0,1,1,1,0,0,0,0,0,0,0,0,0,1,165,0,234,67,17386,69,69,0,90
72291,400,790,24,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,68,17492,40,40,0,58
72833,400,790,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,67,17385,24,24,0,41
73375,400,792,33,14,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,208,12,68,17420,52,52,0,91
73920,400,799,16,15,5,0,1,0,0,1,0,1,0,0,1,1,0,0,0,122,48,68,17456,41,41,0,83
74467,400,798,26,6,3,0,0,1,0,0,0,0,0,1,0,0,0,1,165,0,158,68,17566,38,38,0,61
75011,398,797,28,25,4,2,1,0,1,0,1,1,0,1,0,1,0,0,0,0,47,68,17455,65,65,0,104
75553,401,802,28,28,7,1,0,4,0,0,0,0,1,0,0,0,0,0,234,0,13,68,17421,69,69,0,104
76099,397,803,19,6,1,0,2,1,2,0,0,0,0,0,0,0,0,0,33,0,84,68,17492,31,31,0,83
76641,400,805,33,15,7,1,2,2,1,0,0,2,2,0,0,1,0,0,103,0,233,67,17385,66,66,0,130
77187,399,802,42,23,9,1,1,0,2,0,1,0,1,1,0,0,1,0,0,0,120,68,17528,82,82,0,135
77733,399,802,22,9,3,1,0,1,1,0,1,0,1,0,0,0,0,0,219,0,156,68,17564,39,39,0,81
78278,399,783,36,12,2,0,1,2,1,3,1,0,1,1,0,0,1,0,243,240,48,68,17456,61,61,0,108
78825,399,805,30,23,7,0,1,0,2,0,1,2,1,0,0,0,0,1,0,0,154,68,17562,68,68,0,133
79369,399,793,32,16,6,0,4,2,3,1,0,0,0,1,1,0,0,2,183,229,49,68,17457,68,68,0,112
79916,399,797,24,12,6,3,1,0,1,1,0,0,0,1,1,0,0,1,0,126,153,68,17561,51,51,0,107
80462,399,801,33,16,1,2,1,4,4,2,1,1,0,0,1,0,1,5,179,244,119,68,17527,72,72,0,158
81010,399,799,23,14,2,2,2,2,0,4,2,0,1,1,1,0,0,1,72,246,189,68,17597,55,55,0,148
81561,398,800,27,12,6,1,2,2,1,0,3,1,0,1,0,0,0,1,182,0,8,69,17672,57,57,0,128
82105,400,802,14,6,2,2,2,0,1,1,0,1,1,0,1,1,0,1,0,239,48,68,17456,33,33,0,100
82649,399,798,18,19,7,1,5,2,1,2,4,1,0,1,1,0,1,5,175,4,48,68,17456,68,68,0,193
83193,398,796,28,12,7,3,3,1,2,1,1,1,1,1,0,1,0,2,22,207,82,68,17490,64,64,0,195
83740,399,801,26,14,9,3,4,0,1,1,1,2,1,1,0,0,1,2,0,144,120,68,17528,66,66,0,161
84286,398,796,19,16,11,2,3,6,2,1,2,2,1,1,1,1,0,3,168,73,119,68,17527,71,71,0,159
84838,398,799,26,20,6,2,1,1,1,4,1,2,2,0,1,2,1,0,189,232,41,69,17705,70,70,0,194
85385,398,804,17,8,11,6,2,1,3,2,2,1,1,3,1,0,1,6,116,121,154,68,17562,65,65,0,221
85933,398,807,39,24,10,1,3,6,3,5,9,6,2,1,1,1,0,7,209,191,189,68,17597,118,118,0,255
86484,397,799,16,10,12,5,3,2,3,6,2,1,1,0,3,1,0,5,71,214,39,69,17703,70,70,0,255
87031,397,766,16,7,3,4,3,2,8,2,2,4,1,1,1,2,0,3,234,10,154,68,17562,59,59,0,216
87578,397,764,24,8,5,4,0,0,4,1,2,0,3,7,2,3,0,6,0,159,118,68,17526,69,69,0,255
88126,397,746,24,10,3,3,6,6,5,7,2,3,4,2,2,2,2,7,67,58,192,68,17600,88,88,0,255
88672,399,766,24,21,9,5,3,3,4,4,2,3,1,0,4,2,1,4,166,25,118,68,17526,90,90,0,255
89220,397,749,28,9,9,1,1,2,1,3,2,1,1,0,0,0,0,2,18,222,154,68,17562,60,60,0,179
89765,397,745,22,23,11,2,4,2,3,3,0,1,0,1,1,0,0,4,235,241,118,68,17526,77,77,0,255
90314,397,746,37,20,10,1,4,1,3,3,0,2,2,2,2,0,1,2,221,200,224,68,17632,90,90,0,255
90864,397,739,23,18,10,6,8,3,0,3,1,1,2,1,1,1,3,6,117,203,225,68,17633,87,87,0,254
91413,399,740,16,12,4,1,2,1,2,1,0,0,0,0,0,1,0,2,147,205,224,68,17632,42,42,0,126
91965,395,743,24,20,5,2,3,1,1,2,1,0,0,0,3,0,0,1,7,25,43,69,17707,63,63,0,161
92509,396,745,23,21,3,1,1,3,1,3,0,0,0,0,1,0,0,0,29,68,47,68,17455,57,57,0,115
93053,399,744,38,24,11,3,3,2,0,1,1,1,0,0,0,0,1,1,157,154,84,68,17492,86,86,0,135
93602,397,746,31,16,6,3,2,0,2,1,1,1,2,0,0,1,0,2,0,193,189,68,17597,68,68,0,148
94148,397,740,63,34,9,1,2,1,1,0,0,1,1,0,0,0,0,1,1,0,117,68,17525,114,114,0,152
94694,397,750,41,28,6,1,3,0,2,1,0,1,0,0,0,0,0,0,0,123,118,68,17526,83,83,0,130
95244,397,747,35,14,5,2,0,2,1,2,0,2,2,5,2,2,0,6,165,88,228,68,17636,80,80,0,255
95791,396,744,32,22,8,4,2,3,2,1,6,2,3,3,4,0,2,5,223,137,153,68,17561,99,99,0,255
96339,396,732,22,10,3,4,3,0,1,0,2,2,1,3,1,0,1,10,0,0,189,68,17597,63,63,0,255
96884,396,741,25,17,9,1,1,4,2,2,0,5,3,3,2,3,1,17,27,194,83,68,17491,95,95,0,255
97431,405,739,20,9,13,0,1,3,0,0,3,1,4,0,1,2,1,2,148,0,155,68,17563,60,60,0,215
97977,396,733,21,11,8,7,2,0,3,5,2,2,1,0,2,0,1,10,0,18,119,68,17527,75,75,0,255
98527,395,730,19,15,4,1,3,2,2,3,3,1,2,1,0,1,2,8,180,180,226,68,17634,67,67,0,255
99075,394,731,17,5,2,1,2,2,2,1,4,1,0,2,1,1,0,11,11,235,189,68,17597,52,52,0,208
99622,395,676,18,13,5,3,1,2,1,0,1,2,3,3,1,0,1,5,163,0,156,68,17564,59,59,0,255
100168,395,708,12,14,8,4,2,3,1,1,2,1,0,1,0,1,0,3,18,212,118,68,17526,53,53,0,182
100716,395,714,20,19,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,189,68,17597,53,53,0,65
101337,395,715,22,18,8,1,1,1,2,0,0,0,1,1,0,0,0,0,217,0,237,77,19949,55,55,0,100
101883,392,710,22,13,4,1,3,1,2,0,2,1,0,1,0,0,0,4,102,0,156,68,17564,54,54,0,106
102434,394,688,21,19,11,2,6,2,0,0,4,1,4,0,1,1,0,6,52,0,10,69,17674,78,78,0,255
102980,391,693,28,22,7,5,3,3,1,0,3,1,5,1,1,0,0,7,71,0,120,68,17528,87,87,0,216
103527,395,688,17,21,8,1,1,1,3,3,2,0,1,1,0,0,0,4,234,219,121,68,17529,63,63,0,189
104076,395,677,24,20,10,3,0,4,2,2,3,1,2,1,2,1,0,4,18,39,225,68,17633,79,79,0,233
104624,395,680,22,15,12,5,3,2,1,1,1,2,2,1,2,1,3,3,151,131,191,68,17599,76,76,0,228
105175,394,688,33,21,14,1,1,4,5,0,1,2,1,0,1,0,1,2,11,0,5,69,17669,87,87,0,233
105723,394,688,25,14,9,3,4,6,1,0,4,0,2,0,2,1,0,6,57,0,193,68,17601,77,77,0,224
106269,398,640,14,10,13,2,0,1,1,1,3,1,0,2,0,1,0,4,124,189,120,68,17528,53,53,0,196
106819,395,630,9,6,3,0,1,1,1,0,1,0,0,1,1,0,0,1,91,0,6,69,17670,25,25,0,95
107360,395,628,7,2,0,0,2,0,0,0,1,0,0,1,0,0,1,2,0,0,199,67,17351,16,16,0,94
107902,394,629,17,2,1,1,1,0,0,3,2,1,1,0,0,0,1,2,0,155,234,67,17386,32,32,0,103
108448,395,630,11,9,2,0,5,2,0,4,1,2,1,1,1,0,0,5,9,117,120,68,17528,44,44,0,150
108998,388,638,23,15,7,5,5,2,0,1,3,5,1,1,4,1,2,6,170,186,230,68,17638,81,81,0,255
109547,397,638,7,6,2,1,0,1,0,0,0,1,0,1,1,0,0,4,231,0,226,68,17634,24,24,0,101
110092,396,639,20,21,20,5,3,3,1,0,5,2,1,1,2,2,1,16,92,0,83,68,17491,103,103,0,255
110642,396,635,17,12,15,7,4,3,3,6,3,3,0,1,1,2,2,11,32,138,226,68,17634,90,90,0,255
111192,395,636,10,8,8,1,0,4,3,3,0,4,1,1,4,1,1,17,156,27,6,69,17670,66,66,0,255
111738,396,640,2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,210,121,68,17529,8,8,0,54
112280,392,639,13,7,2,1,0,3,1,1,1,1,1,2,1,2,2,7,95,193,235,67,17387,45,45,0,157
112830,395,638,9,6,7,2,3,1,2,1,1,0,2,2,1,1,1,1,80,106,8,69,17672,40,40,0,138
113375,394,628,10,4,2,3,1,2,0,1,0,1,0,1,0,1,0,3,164,101,49,68,17457,29,29,0,120
113922,394,633,20,10,10,2,2,0,2,4,2,1,2,4,5,1,0,18,0,18,155,68,17563,83,83,0,255
114469,393,646,19,21,10,7,2,1,7,5,2,1,6,4,5,3,3,29,187,219,190,68,17598,125,125,0,255
115023,395,618,23,13,6,2,2,1,0,2,6,2,3,1,3,2,3,17,159,12,111,69,17775,86,86,0,255
115573,393,615,28,10,10,4,8,1,1,3,2,6,1,2,3,1,1,20,3,6,226,68,17634,101,101,0,255
116125,393,583,31,11,10,1,2,1,1,3,2,0,1,3,0,3,2,15,95,110,79,69,17743,86,86,0,255
116675,393,576,14,3,4,1,1,0,1,1,0,1,3,1,0,1,0,4,0,197,233,68,17641,35,35,0,189
117222,394,585,4,5,4,0,0,3,2,1,2,0,0,0,0,3,0,1,31,193,128,68,17536,25,25,0,133
117768,393,575,20,2,0,0,2,0,0,1,2,2,2,1,0,1,0,7,0,45,128,68,17536,40,40,0,123
118313,393,578,5,2,1,3,0,1,3,1,2,1,0,1,2,2,0,5,212,205,94,68,17502,29,29,0,126
118859,394,584,4,1,1,1,0,1,1,0,0,0,1,0,0,0,1,8,161,0,135,68,17543,19,19,0,124
119408,394,588,12,5,1,1,1,1,2,0,1,1,0,0,0,1,1,11,248,0,201,68,17609,38,38,0,183
119956,394,589,12,7,6,1,4,1,4,1,1,2,0,1,0,0,1,13,35,187,163,68,17571,54,54,0,237
120504,410,582,7,0,0,1,0,0,1,0,1,0,0,0,0,1,0,5,0,0,199,68,17607,16,16,0,103
121048,393,578,16,8,4,1,0,3,1,3,1,1,1,1,1,3,2,15,32,191,21,68,17429,61,61,0,255
121594,394,580,15,3,6,3,4,0,1,1,2,1,0,1,0,1,1,12,0,224,163,68,17571,51,51,0,255
122142,396,580,14,5,4,1,2,0,1,2,1,1,0,3,1,0,2,23,0,41,163,68,17571,60,60,0,255
122689,397,580,13,1,6,0,3,1,4,1,3,1,1,1,0,0,4,14,141,135,129,68,17537,53,53,0,255
123242,397,581,22,9,4,4,1,2,3,1,3,0,2,1,1,2,4,27,102,68,87,69,17751,86,86,0,255
123789,396,584,28,8,7,6,0,2,3,5,0,2,7,3,5,4,3,43,159,133,163,68,17571,126,126,0,255
124341,397,544,23,12,7,1,4,4,0,3,1,2,2,3,1,2,4,20,212,207,49,69,17713,89,89,0,255
124891,398,582,22,11,5,1,3,3,1,2,2,2,2,3,1,5,2,14,197,60,235,68,17643,79,79,0,255
125441,392,573,12,6,5,0,2,0,2,3,1,1,2,0,2,2,1,6,0,39,233,68,17641,45,45,0,231
125985,400,572,27,11,7,4,1,2,1,0,1,0,1,0,2,2,3,10,131,0,92,68,17500,72,72,0,255
126536,397,584,14,8,6,2,4,3,1,2,6,3,1,4,1,1,4,18,121,158,16,69,17680,78,78,0,255
